ra,dec,u,g,r,i,z,run,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
184.5168342,0.145549586,19.216839999999998,18.29956,18.19589,18.147579999999998,18.266579999999998,752.0,4,274,3.72e+18,STAR,8.8e-05,3306,54922,595
184.61856310000002,0.080576269,19.4127,17.47109,16.4987,16.06502,15.668479999999999,752.0,4,274,3.24e+17,GALAXY,0.1167829,288,52000,437
184.6274079,0.013234086,18.485429999999997,17.339000000000002,16.90179,16.66712,16.48684,752.0,4,274,3.23e+17,GALAXY,0.02129653,287,52023,637
184.6767619,0.059441869,17.72835,16.19783,15.66073,15.51586,15.43615,752.0,4,275,2.88e+18,STAR,0.000175365,2558,54140,358
184.7119696,0.066571901,17.70824,16.610689999999998,16.19772,16.544191309523825,16.00229,752.0,4,275,3.72e+18,STAR,0.00017238,3306,54922,632
184.7702039,0.19801005,18.18974,17.237379999999998,16.89113,16.757270000000002,16.710520000000002,752.0,4,275,2.88e+18,STAR,0.0005198080000000001,2558,54140,349
184.7826977,0.140979369,19.0764,17.78953,16.98818,16.60519,16.278589999999998,752.0,4,275,3.24e+17,GALAXY,0.11694460000000001,288,52000,474
184.7651553,0.080985794,19.18013,18.07133,17.71771,17.48797,17.55667,752.0,4,275,3.24e+17,GALAXY,0.06807999,288,52000,471
184.8635981,0.14346936300000002,18.388479999999998,17.00188,16.37884,16.16978,16.0124,752.0,4,276,2.88e+18,STAR,0.000135947,2558,54140,341
184.86419030000002,0.143441662,17.934070000000002,16.64581,16.22206,16.07029,16.06046,752.0,4,276,2.89e+18,STAR,0.000158087,2568,54153,383
184.8755286,0.033060812,19.03059,18.10673,17.82561,17.71227,17.6878,752.0,4,276,2.88e+18,STAR,-0.00016737799999999998,2558,54140,355
184.8763144,0.18515137199999998,18.12978,17.174210000000002,16.751079999999998,16.544191309523825,16.48527,752.0,4,276,2.88e+18,STAR,0.000692428,2558,54140,387
184.9569855,0.156360267,18.15079,16.77761,16.2215,16.02345,15.919570000000002,752.0,4,276,2.88e+18,STAR,0.000304361,2558,54140,386
184.8321997,0.044306547,19.52092,17.585620000000002,16.4269,15.944729999999998,15.56269,752.0,4,276,3.24e+17,GALAXY,0.1506381,288,52000,479
184.97221530000002,0.09775424099999999,18.905920000000002,17.466079999999998,16.85369,16.58687,16.418779999999998,752.0,4,277,2.88e+18,STAR,0.00057828,2558,54140,395
184.99427509999998,0.109160933,17.7019,16.76073,16.487460000000002,16.381729999999997,16.33654,752.0,4,277,2.88e+18,STAR,0.0007047360000000001,2558,54140,400
185.00125549999998,0.069723829,18.85351,17.97745,17.6112,17.456789999999998,17.40576,752.0,4,277,4.33e+18,STAR,-0.000676195,3846,55327,160
185.0650695,0.14244289400000001,18.75478,17.58247,17.080460000000002,16.87063,16.75911,752.0,4,277,2.88e+18,STAR,-0.000503256,2558,54140,390
185.0859131,0.099953851,18.33616,17.30684,16.929029999999997,16.78272,16.73807,752.0,4,277,2.88e+18,STAR,7.609999999999999e-05,2558,54140,397
185.02738540000001,0.095346099,19.1713,18.01316,17.42493,16.544191309523825,16.822370000000003,752.0,4,277,3.24e+17,GALAXY,0.1183854,288,52000,496
185.03638830000003,0.17667755,19.120829999999998,17.921889999999998,17.18494,16.7895,16.522579999999998,752.0,4,277,3.24e+17,GALAXY,0.1575296,288,52000,514
185.1643757,0.074358069,17.55001,17.42367,17.35734,17.19343,16.97589,752.0,4,278,3.24e+17,QSO,2.044347,288,52000,516
185.2170514,0.15519381599999998,18.897070000000003,18.045189999999998,17.7501,17.6378,17.6124,752.0,4,278,2.88e+18,STAR,0.000250291,2558,54140,431
185.13672880000001,0.071514063,19.48347,17.515220000000003,16.31651,15.83499,15.4368,752.0,4,278,3.24e+17,GALAXY,0.15851629999999997,288,52000,502
185.23060769999998,0.010099581,19.31764,18.38629,18.12009,17.9998,17.93916,752.0,4,278,2.89e+18,STAR,0.000576704,2568,54153,270
185.3772509,0.200803727,17.964000000000002,16.396320000000003,15.74191,15.4828,15.32453,752.0,4,279,2.88e+18,STAR,0.000349798,2558,54140,422
159.62496480000001,-0.62071445,19.19383,18.202779999999997,17.90109,17.77634,17.74759,756.0,2,293,4.25e+18,STAR,-0.000256492,3771,55544,664
159.7978416,-0.5571964660000001,19.19752,18.07471,17.76889,17.6148,17.49577,756.0,2,294,3.09e+17,GALAXY,0.02335118,274,51913,229
159.8033022,-0.535038616,19.266270000000002,18.16093,17.59907,17.2172,17.06311,756.0,2,294,3.09e+17,GALAXY,0.1236402,274,51913,221
159.84752350000002,-0.5342664,19.38251,17.92302,17.11018,16.664920000000002,16.345579999999998,756.0,2,294,3.09e+17,GALAXY,0.11416760000000002,274,51913,186
159.9393455,-0.6091843229999999,19.48702,18.51823,18.18637,18.06704,18.05865,756.0,2,295,4.32e+18,STAR,0.000790241,3833,55290,98
160.0342636,-0.421625751,19.2634,17.67693,16.82551,16.423070000000003,16.13864,756.0,2,295,3.09e+17,GALAXY,0.13304860000000002,274,51913,198
160.0351619,-0.599992669,19.31866,18.274070000000002,17.748839999999998,17.416179999999997,17.24165,756.0,2,295,3.09e+17,GALAXY,0.07470067,274,51913,184
160.1442091,-0.489329778,18.73682,17.65075,17.23958,17.07875,17.03255,756.0,2,296,3.09e+17,STAR,0.000106767,274,51913,164
160.119405,-0.61813005,19.29416,17.971339999999998,17.26079,16.860129999999998,16.56031,756.0,2,296,3.09e+17,GALAXY,0.08692535,274,51913,163
160.2275468,-0.433199867,19.48611,17.93822,17.21548,16.828529999999997,16.53911,756.0,2,297,3.1e+17,GALAXY,0.1335348,275,51910,301
160.2486687,-0.5799923610000001,19.31804,17.30973,16.17525,15.69015,15.312610000000001,756.0,2,297,3.1e+17,GALAXY,0.1370104,275,51910,291
160.3831151,-0.459235231,19.29157,17.3125,16.178620000000002,15.708979999999999,15.31378,756.0,2,298,3.1e+17,GALAXY,0.13737220000000003,275,51910,314
160.3848058,-0.586704796,19.52565,19.29625,18.95885,18.521079999999998,18.57694,756.0,2,298,3.1e+17,QSO,0.13464279999999998,275,51910,281
160.4339517,-0.608481498,19.38467,18.59734,18.12431,16.544191309523825,17.63823,756.0,2,298,3.1e+17,GALAXY,0.1321922,275,51910,300
160.44364240000002,-0.6005497120000001,18.271729999999998,17.0717,16.65145,16.39055,16.27766,756.0,2,298,3.09e+17,GALAXY,0.03641907,274,51913,144
160.4534919,-0.6170384170000001,19.10892,17.76311,16.917939999999998,16.47233,16.19134,756.0,2,298,3.09e+17,GALAXY,0.13835060000000002,274,51913,154
160.6582067,-0.439603952,17.78707,16.12342,15.489339999999999,15.2674,15.140270000000001,756.0,2,299,2.88e+18,STAR,0.000149526,2559,54208,311
160.6754542,-0.559791088,17.54073,15.837060000000001,15.15225,14.914979999999998,14.82364,756.0,2,300,2.88e+18,STAR,0.000236645,2559,54208,320
160.7170039,-0.609533502,18.44119,17.54684,17.27727,17.1878,17.20361,756.0,2,300,2.88e+18,STAR,-0.00011420299999999999,2559,54208,285
160.7303546,-0.521740212,19.13281,17.80045,17.2643,17.07242,16.98861,756.0,2,300,2.88e+18,STAR,0.000186468,2559,54208,314
160.81210769999998,-0.520466085,19.42387,18.24594,18.319329999999997,18.40867,18.526139999999998,756.0,2,300,2.89e+18,STAR,0.000830783,2569,54234,313
160.81663740000002,-0.557673714,17.95812,16.9013,16.52805,16.39926,16.37399,756.0,2,300,2.69e+18,STAR,-7.659999999999999e-05,2389,54213,312
160.8202892,-0.52224098,16.344,14.854870000000002,14.29812,14.12055,14.08315,756.0,2,300,2.88e+18,STAR,-4.79e-05,2559,54208,313
160.7014882,-0.445422709,19.34314,18.12056,17.55584,17.19446,16.9961,756.0,2,300,3.1e+17,GALAXY,0.08592108,275,51910,261
160.8486802,-0.627079872,17.73398,16.84657,16.57527,16.48237,16.4738,756.0,2,301,2.88e+18,STAR,0.000700168,2559,54208,300
160.93823999999998,-0.42324661799999996,17.37104,15.784870000000002,14.989820000000002,14.586739999999999,14.25872,756.0,2,301,3.1e+17,GALAXY,0.03910941,275,51910,263
160.936366,-0.42133441299999996,19.51073,18.058510000000002,17.59638,17.33996,17.29404,756.0,2,301,3.09e+17,GALAXY,0.03917867,274,51913,65
160.8619387,-0.42273498600000003,19.44424,18.23033,17.64066,17.2346,17.04825,756.0,2,301,3.1e+17,GALAXY,0.1273446,275,51910,267
160.87883200000002,-0.584109529,19.11186,17.90859,17.40774,16.544191309523825,17.05761,756.0,2,301,3.09e+17,GALAXY,0.0190457,274,51913,70
160.99134530000003,-0.507477148,18.6673,16.70426,15.81967,15.403129999999999,15.06115,756.0,2,302,3.1e+17,GALAXY,0.05955937,275,51910,265
160.9953137,-0.478531394,19.045170000000002,17.876620000000003,17.49664,17.372870000000002,17.33316,756.0,2,302,3.1e+17,STAR,6.1e-05,275,51910,268
160.9977374,-0.468998759,17.944589999999998,16.51015,15.8354,15.40969,15.102520000000002,756.0,2,302,3.09e+17,GALAXY,0.06012432,274,51913,69
161.0084679,-0.57896477,17.3725,16.25937,15.887270000000001,15.75644,15.71021,756.0,2,302,2.88e+18,STAR,-0.000187248,2559,54208,301
161.0623439,-0.494714915,16.453789999999998,15.029620000000001,14.56318,14.40143,14.359000000000002,756.0,2,302,2.88e+18,STAR,-4.96e-05,2559,54208,265
161.09002990000002,-0.612438382,19.269270000000002,18.24939,17.96535,17.83665,17.80351,756.0,2,302,2.89e+18,STAR,0.000899142,2569,54234,262
161.094801,-0.452049786,17.8271,16.23793,15.67866,15.494270000000002,15.41664,756.0,2,302,2.88e+18,STAR,-7.840000000000001e-05,2559,54208,267
161.115243,-0.575633407,17.88776,16.52607,16.03367,15.850570000000001,15.805179999999998,756.0,2,302,2.69e+18,STAR,0.000107983,2389,54213,268
160.9911005,-0.561372535,19.58396,17.64963,16.730629999999998,16.29203,15.947020000000002,756.0,2,302,3.1e+17,GALAXY,0.06164807,275,51910,251
160.9981591,-0.588311672,18.1781,16.135679999999997,15.287529999999999,14.898270000000002,14.564789999999999,756.0,2,302,3.09e+17,GALAXY,0.06063098,274,51913,26
160.99676499999998,-0.5882448920000001,18.38625,16.39808,15.40492,14.880120000000002,14.50048,756.0,2,302,3.1e+17,GALAXY,0.06067357,275,51910,255
161.0643247,-0.484587014,18.77188,17.15955,16.35564,15.94145,15.65799,756.0,2,302,3.09e+17,GALAXY,0.0603932,274,51913,34
161.13352880000002,-0.569857253,16.63374,15.54072,15.187439999999999,15.06259,15.03905,756.0,2,303,2.88e+18,STAR,0.00045009900000000003,2559,54208,261
161.18058440000001,-0.456397413,17.14849,15.83151,15.357529999999999,15.188870000000001,15.12737,756.0,2,303,2.88e+18,STAR,0.000161562,2559,54208,269
161.2107488,-0.43337388600000004,16.23113,15.20485,14.954429999999999,14.8674,14.863010000000001,756.0,2,303,2.88e+18,STAR,-0.00011174299999999999,2559,54208,277
161.2265355,-0.470463619,18.56268,17.14623,16.5559,16.29699,16.157,756.0,2,303,2.88e+18,STAR,0.0006572489999999999,2559,54208,279
161.255471,-0.531927477,17.47383,16.418029999999998,16.07634,15.96205,15.902470000000001,756.0,2,303,2.88e+18,STAR,-0.000287019,2559,54208,228
161.1426397,-0.43457405299999996,19.38031,18.076520000000002,17.34212,16.863410000000002,16.50079,756.0,2,303,3.09e+17,GALAXY,0.08483262,274,51913,28
161.1642017,-0.434453905,19.056160000000002,17.70945,16.99192,16.544191309523825,16.266189999999998,756.0,2,303,3.1e+17,GALAXY,0.08539017,275,51910,276
161.17368169999997,-0.503545461,18.95158,17.47266,16.70008,16.29777,15.990120000000001,756.0,2,303,3.1e+17,GALAXY,0.11612650000000001,275,51910,270
161.0737895,-0.89274034,19.11236,17.92701,17.423470000000002,17.0868,16.83476,756.0,1,302,3.1e+17,GALAXY,0.03869415,275,51910,211
161.02447180000001,-0.962380281,18.867520000000003,17.33773,16.806829999999998,16.55789,16.389960000000002,756.0,1,302,3.1e+17,GALAXY,0.02655639,275,51910,245
161.1941229,-1.023623943,18.95785,18.08318,17.781779999999998,17.65689,17.61821,756.0,1,303,2.88e+18,STAR,0.00088935,2559,54208,256
161.238814,-0.840751357,17.80041,16.46003,15.90095,15.669629999999998,15.537720000000002,756.0,1,303,2.88e+18,STAR,0.00038642300000000005,2559,54208,298
161.2480303,-0.9581667890000001,18.76266,17.25724,16.685129999999997,16.47563,16.38993,756.0,1,303,2.88e+18,STAR,0.00018398,2559,54208,260
161.2734198,-0.9966689009999999,16.82701,15.300220000000001,14.730889999999999,14.5436,14.44859,756.0,1,304,2.88e+18,STAR,3.98e-05,2559,54208,259
161.3031007,-0.9642762859999999,19.01558,17.72445,17.181520000000003,16.97813,16.85652,756.0,1,304,2.69e+18,STAR,0.00036555400000000003,2389,54213,243
161.3075532,-1.046361578,17.72604,17.4621,17.24036,17.21479,17.091739999999998,756.0,1,304,4.26e+18,QSO,0.9693318000000001,3786,55563,594
161.3076233,-0.9225295029999999,18.6769,17.78154,17.52458,17.422320000000003,17.38025,756.0,1,304,2.88e+18,STAR,0.000182587,2559,54208,244
161.3506918,-0.8931193940000001,18.12173,16.849510000000002,16.38322,16.202720000000003,16.10719,756.0,1,304,2.69e+18,STAR,0.00023867,2389,54213,244
161.35851110000002,-1.020013399,18.68765,18.61862,18.59058,18.50573,18.31973,756.0,1,304,3.1e+17,QSO,2.0931509999999998,275,51910,215
161.4256487,-0.991083327,18.82957,17.93844,17.56125,17.39783,17.33559,756.0,1,305,2.88e+18,STAR,0.000356511,2559,54208,252
161.4407033,-0.9745331290000001,17.56939,16.61339,16.2723,16.13031,16.0821,756.0,1,305,2.88e+18,STAR,0.000332482,2559,54208,210
161.4871696,-0.879257492,19.56237,17.59451,16.7141,16.29138,15.95551,756.0,1,305,3.1e+17,GALAXY,0.08621725,275,51910,129
161.5643091,-1.017804433,19.56588,18.63518,18.09855,17.7029,17.48965,756.0,1,305,3.1e+17,GALAXY,0.06744873,275,51910,122
161.5783055,-0.8560356020000001,18.45709,17.05875,16.56312,16.359720000000003,16.285339999999998,756.0,1,306,2.88e+18,STAR,0.000291299,2559,54208,211
161.68037890000002,-0.8758434420000001,18.0872,16.64009,16.176270000000002,15.986260000000001,15.924370000000001,756.0,1,306,2.69e+18,STAR,6.27e-05,2389,54213,212
161.69335269999996,-0.923690302,18.20489,17.12961,16.79656,16.62952,16.57625,756.0,1,306,2.88e+18,STAR,0.000995929,2559,54208,213
161.6351321,-0.855769711,19.39882,18.3913,17.856070000000003,17.46761,17.32818,756.0,1,306,3.1e+17,GALAXY,0.150701,275,51910,138
161.73792450000002,-1.015841899,17.46669,16.360039999999998,15.878070000000001,15.656789999999999,15.56303,756.0,1,307,2.88e+18,STAR,0.000695604,2559,54208,123
161.7416796,-0.9871104540000001,17.66388,18.01819,18.96769,18.32366,16.18336,756.0,1,307,4.26e+18,STAR,5.17e-05,3786,55563,749
161.7416467,-0.8460293659999999,17.70241,17.84848,18.157989999999998,18.389870000000002,18.71965,756.0,1,307,2.71e+18,STAR,5.7799999999999995e-05,2409,54210,230
161.74089130000002,-0.97987371,18.53678,17.96047,17.373,16.544191309523825,17.182470000000002,756.0,1,307,3.1e+17,GALAXY,0.03981317,275,51910,136
161.81125669999997,-1.020950417,19.288439999999998,17.89368,17.29176,17.058970000000002,16.92672,756.0,1,307,2.69e+18,STAR,-0.000138961,2389,54213,129
161.8815501,-0.919919301,17.5803,15.91818,15.3324,15.128879999999999,15.04031,756.0,1,308,2.69e+18,STAR,7.929999999999999e-05,2389,54213,137
161.9354758,-0.950524205,17.58302,16.1223,15.614289999999999,15.4367,15.373429999999999,756.0,1,308,2.88e+18,STAR,9.740000000000001e-05,2559,54208,121
161.8843346,-0.944497872,18.97204,17.9849,17.666179999999997,17.43481,17.323520000000002,756.0,1,308,3.1e+17,GALAXY,0.05151358,275,51910,81
162.047298,-0.840633793,17.07819,15.49603,14.84319,14.54306,14.38931,756.0,1,309,2.88e+18,STAR,0.000543499,2559,54208,132
162.0813465,-0.941748913,19.43337,18.54425,18.21197,18.07626,17.99902,756.0,1,309,4.32e+18,STAR,0.000586336,3834,56014,50
162.09858400000002,-0.914676301,18.30903,17.08338,16.65224,16.48205,16.39475,756.0,1,309,2.88e+18,STAR,0.00011784700000000001,2559,54208,133
162.1200426,-0.96306428,18.2861,18.11478,18.14232,18.02426,18.03402,756.0,1,309,3.1e+17,QSO,1.7416779999999998,275,51910,51
162.1613267,-1.0417059659999999,16.67229,15.52946,15.16349,15.04075,15.002770000000002,756.0,1,309,2.88e+18,STAR,5.17e-05,2559,54208,84
162.17763100000002,-1.007117476,18.04392,16.98619,16.67233,16.54937,16.49476,756.0,1,310,2.69e+18,STAR,0.000264481,2389,54213,86
162.19974,-1.01466107,18.85257,17.86745,17.55789,17.43459,17.383570000000002,756.0,1,310,2.69e+18,STAR,-5.870000000000001e-07,2389,54213,88
162.2248113,-0.987748767,16.86535,15.811679999999999,15.47238,15.32898,15.273670000000001,756.0,1,310,2.88e+18,STAR,0.000274919,2559,54208,88
162.2465655,-0.918542011,17.71105,16.34725,15.830029999999999,15.602089999999999,15.47698,756.0,1,310,2.69e+18,STAR,-0.00045622,2389,54213,90
162.30563899999999,-1.003780829,19.18404,19.1997,19.1041,18.78402,18.68743,756.0,1,310,3.1e+17,QSO,2.006571,275,51910,8
162.2042136,-0.9873624870000001,17.80165,16.61996,16.1181,15.85237,15.641570000000002,756.0,1,310,3.1e+17,GALAXY,0.02614697,275,51910,41
162.289475,-0.908548805,18.66761,16.83642,15.953520000000001,15.514729999999998,15.16474,756.0,1,310,3.11e+17,GALAXY,0.03804233,276,51909,287
162.3337182,-1.001236825,18.45831,17.09308,16.551460000000002,16.36101,16.27274,756.0,1,311,2.88e+18,STAR,0.00038865,2559,54208,90
162.3451997,-0.846905435,19.45426,17.49314,16.74405,16.50129,16.340020000000003,756.0,1,311,2.69e+18,STAR,0.000164115,2389,54213,93
162.41005249999998,-0.974669972,17.57672,16.30313,15.82177,15.6353,15.5685,756.0,1,311,2.88e+18,STAR,0.000326733,2559,54208,87
162.4063775,-0.907118295,18.41814,17.17549,16.63656,16.31784,16.1021,756.0,1,311,3.11e+17,GALAXY,0.03836371,276,51909,282
162.49242869999998,-1.0375116690000001,19.16261,17.45277,16.81324,16.561239999999998,16.44654,756.0,1,312,2.69e+18,STAR,7.82e-05,2389,54213,53
162.588828,-0.87201293,17.37496,16.065520000000003,15.63478,15.48339,15.423210000000001,756.0,1,312,2.69e+18,STAR,5.2600000000000005e-05,2389,54213,58
162.5862969,-0.873837222,18.81535,16.69037,15.708829999999999,15.31833,14.85697,756.0,1,312,3.11e+17,GALAXY,0.1074627,276,51909,300
162.5985101,-0.990873937,18.02848,16.65369,16.06824,15.827210000000001,15.70943,756.0,1,312,2.69e+18,STAR,-3.76e-05,2389,54213,43
162.61102380000003,-0.890844709,17.33813,15.96866,15.496720000000002,15.332820000000002,15.27834,756.0,1,312,2.69e+18,STAR,-4.71e-05,2389,54213,55
162.5471497,-1.002056509,19.48367,18.1998,17.555220000000002,17.15322,16.937520000000003,756.0,1,312,3.1e+17,GALAXY,0.1045614,275,51910,7
162.6673956,-0.900916547,16.52364,15.40187,15.08259,14.97577,14.950879999999998,756.0,1,313,2.88e+18,STAR,0.000263051,2559,54208,58
218.7291721,0.45811204899999997,16.97457,15.7859,15.32505,15.160910000000001,15.088770000000002,752.0,5,502,3.46e+17,STAR,-5.7e-06,307,51663,391
218.8321711,0.47572999,16.75927,15.620120000000002,15.040999999999999,14.71669,14.44965,752.0,5,503,3.45e+17,GALAXY,0.02956719,306,51637,599
219.083277,0.576226173,18.70255,17.71797,17.34371,17.17482,17.1185,752.0,5,504,3.45e+17,STAR,2.47e-05,306,51637,625
219.1969133,0.627944731,19.54733,18.17471,17.46927,17.09822,16.84518,752.0,5,505,3.46e+17,GALAXY,0.1097059,307,51663,426
219.13765719999998,0.43289903700000004,19.20287,16.59277,15.706579999999999,15.251029999999998,14.89744,752.0,5,505,3.46e+17,GALAXY,0.07221484,307,51663,425
219.25040090000002,0.5647541110000001,19.07784,18.06951,17.70663,17.49811,17.31405,752.0,5,506,6.04e+17,GALAXY,0.03472417,536,52024,209
219.56176630000002,0.547663882,19.06822,17.80601,17.33803,17.16516,17.09147,752.0,5,508,3.46e+17,STAR,-2.6600000000000003e-05,307,51663,461
219.58197119999997,0.47185273899999997,18.563129999999997,18.534110000000002,18.38498,18.37235,18.3623,752.0,5,508,3.46e+17,QSO,1.257948,307,51663,467
219.58224700000002,0.595887057,17.89559,16.71264,16.2921,16.1399,16.07841,752.0,5,508,3.46e+17,STAR,7.049999999999999e-05,307,51663,462
219.5886352,0.510878933,19.14528,18.19967,17.89295,17.78337,17.73488,752.0,5,508,4.53e+18,STAR,-0.000276482,4025,55350,920
219.66116639999998,0.5692983229999999,19.47595,18.6116,18.52926,18.76056,18.28581,752.0,5,508,3.46e+17,STAR,-0.000385041,307,51663,468
219.6651858,0.441050803,19.29275,19.02275,18.92752,18.85194,18.76428,752.0,5,508,3.46e+17,QSO,1.971239,307,51663,464
219.7797727,0.508632556,17.274379999999997,16.148789999999998,15.720189999999999,15.48375,15.350729999999999,752.0,5,509,3.46e+17,GALAXY,0.03325611,307,51663,487
219.93872459999997,0.531203465,18.9146,17.67455,16.96098,16.574820000000003,16.290570000000002,752.0,5,510,3.46e+17,GALAXY,0.11651500000000001,307,51663,508
220.12241119999996,0.5840894320000001,16.93221,15.56652,14.920860000000001,14.58185,14.3252,752.0,5,511,3.46e+17,GALAXY,0.03717615,307,51663,541
220.1776293,0.606597158,18.73475,17.79811,17.46425,17.345660000000002,17.29465,752.0,5,512,4.53e+18,STAR,0.000255278,4022,55352,554
220.1815105,0.46474360299999995,19.5796,17.68983,16.74287,16.33313,16.0111,752.0,5,512,3.46e+17,GALAXY,0.1092154,307,51663,582
220.24756910000002,0.561580939,19.33625,17.34765,16.35417,15.91167,15.58279,752.0,5,512,3.46e+17,GALAXY,0.1087394,307,51663,590
220.59926910000001,0.61894204,18.371589999999998,16.28451,15.445920000000001,15.16673,15.012270000000001,752.0,5,515,3.47e+17,STAR,-7.049999999999999e-05,308,51662,330
220.6831889,0.5983847179999999,19.28787,17.52747,16.759079999999997,16.419610000000002,16.23461,752.0,5,515,3.3e+18,STAR,-4.11e-06,2934,54626,351
220.6841228,0.454116001,18.44022,18.02603,17.97474,18.0135,18.121170000000003,752.0,5,515,3.3e+18,STAR,-5.16e-05,2934,54626,342
220.7117312,0.461338753,19.26163,17.71671,17.12826,16.895129999999998,16.79474,752.0,5,515,3.28e+18,STAR,-0.000233312,2909,54653,343
220.72433059999997,0.502230386,18.72794,17.20167,16.65129,16.436970000000002,16.32,752.0,5,515,3.28e+18,STAR,-0.000133688,2909,54653,342
220.7765893,0.561814348,19.24336,17.86197,17.30386,17.06635,16.94732,752.0,5,516,3.3e+18,STAR,-0.000180286,2934,54626,353
220.80541430000002,0.589285246,19.57003,17.3458,16.40484,16.056929999999998,15.8713,752.0,5,516,3.3e+18,STAR,-0.00015097,2934,54626,344
220.81020389999998,0.6321244220000001,19.49442,17.999579999999998,17.41921,17.21484,17.10793,752.0,5,516,3.28e+18,STAR,-0.00013486799999999998,2909,54653,333
220.91952569999998,0.513809061,19.03802,17.42171,16.71644,16.41698,16.237460000000002,752.0,5,517,3.3e+18,STAR,7.8e-05,2934,54626,385
221.01271409999998,0.463478571,18.75202,17.90223,17.58861,17.45896,17.41188,752.0,5,517,3.28e+18,STAR,-0.00052212,2909,54653,388
221.01133760000002,0.538007926,19.43955,18.52889,18.24026,18.134120000000003,18.056729999999998,752.0,5,517,4.53e+18,STAR,-0.000247798,4022,55352,756
221.0417383,0.564546475,18.7746,17.64604,17.228920000000002,17.07624,17.01672,752.0,5,518,3.46e+17,STAR,4.98e-05,307,51663,626
221.0641256,0.587618415,17.987920000000003,16.4793,15.89139,15.689639999999999,15.578970000000002,752.0,5,518,3.28e+18,STAR,-9.23e-05,2909,54653,338
